09:49:57.734 log [restartedMain] INFO  cc.mrbird.Application - Starting Application on DESKTOP-8HKLTUO with PID 8020 (started by Dell in F:\git项目\后台模板\FEBS-mysql)
09:50:02.901 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRoleMapper' of type [com.sun.proxy.$Proxy70] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.906 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRoleService' of type [cc.mrbird.system.service.impl.UserRoleServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.907 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userService' of type [cc.mrbird.system.service.impl.UserServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.912 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.913 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMapper' of type [com.sun.proxy.$Proxy72] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.914 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMenuMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.915 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMenuMapper' of type [com.sun.proxy.$Proxy73] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.920 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMenuService' of type [cc.mrbird.system.service.impl.RoleMenuServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.920 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleService' of type [cc.mrbird.system.service.impl.RoleServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.926 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'menuMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.927 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'menuMapper' of type [com.sun.proxy.$Proxy74] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.928 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'menuService' of type [cc.mrbird.system.service.impl.MenuServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:02.928 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroRealm' of type [cc.mrbird.common.shiro.ShiroRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.077 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getEhCacheManager' of type [org.apache.shiro.cache.ehcache.EhCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.078 log [restartedMain] INFO  o.a.s.cache.ehcache.EhCacheManager - Cache with name 'cc.mrbird.common.shiro.ShiroRealm.authorizationCache' does not yet exist.  Creating now.
09:50:03.079 log [restartedMain] INFO  o.a.s.cache.ehcache.EhCacheManager - Added EhCache named [cc.mrbird.common.shiro.ShiroRealm.authorizationCache]
09:50:03.085 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionDAO' of type [org.apache.shiro.session.mgt.eis.MemorySessionDAO] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.098 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionManager' of type [org.apache.shiro.web.session.mgt.DefaultWebSessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.111 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.157 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.204 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource.druid-com.alibaba.druid.spring.boot.autoconfigure.DruidStatProperties' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidStatProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.376 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'advisor' of type [org.springframework.aop.support.RegexpMethodPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.383 log [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$25027dd9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:50:03.843 log [restartedMain] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
09:50:03.852 log [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
09:50:03.853 log [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.23
09:50:03.951 log [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
09:50:03.951 log [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5868 ms
09:50:04.416 log [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
09:50:04.416 log [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
09:50:04.416 log [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
09:50:04.416 log [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
09:50:04.416 log [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'xssFilter' to urls: [/*]
09:50:04.417 log [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
09:50:04.417 log [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'shiroFilterFactoryBean' to: [/*]
09:50:04.417 log [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
09:50:04.417 log [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'statViewServlet' to [/druid/*]
09:50:04.437 log [localhost-startStop-1] INFO  cc.mrbird.common.xss.XssFilter - ------------ xss filter init ------------
09:50:05.028 log [restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
09:50:05.039 log [restartedMain] INFO  o.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
09:50:05.039 log [restartedMain] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.0 created.
09:50:05.472 log [restartedMain] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
09:50:05.473 log [restartedMain] INFO  o.s.s.quartz.LocalDataSourceJobStore - Using db table-based data access locking (synchronization).
09:50:05.474 log [restartedMain] INFO  o.s.s.quartz.LocalDataSourceJobStore - JobStoreCMT initialized.
09:50:05.475 log [restartedMain] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.0) 'MyScheduler' with instanceId 'DESKTOP-8HKLTUO1559613005030'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 20 threads.
  Using job-store 'org.springframework.scheduling.quartz.LocalDataSourceJobStore' - which supports persistence. and is clustered.

09:50:05.475 log [restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'MyScheduler' initialized from an externally provided properties instance.
09:50:05.475 log [restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.0
09:50:05.476 log [restartedMain] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@44f2b4f9
09:50:12.531 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2994638a: startup date [Tue Jun 04 09:49:58 CST 2019]; root of context hierarchy
09:50:12.756 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/BlogTitleController/list]}" onto public java.lang.String cc.mrbird.admin.controller.BlogTitleController.list()
09:50:12.758 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/BlogTitleController/datagrid]}" onto public void cc.mrbird.admin.controller.BlogTitleController.datagrid(javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpServletRequest)
09:50:12.758 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/download]}" onto public void cc.mrbird.common.controller.CommonController.fileDownload(java.lang.String,java.lang.Boolean,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpServletRequest)
09:50:12.760 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job]}" onto public java.lang.String cc.mrbird.job.controller.JobController.index()
09:50:12.760 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/update]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.updateJob(cc.mrbird.job.domain.Job)
09:50:12.761 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/checkCron]}" onto public boolean cc.mrbird.job.controller.JobController.checkCron(java.lang.String)
09:50:12.761 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/delete]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.deleteJob(java.lang.String)
09:50:12.762 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/getJob]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.getJob(java.lang.Long)
09:50:12.762 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/add]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.addJob(cc.mrbird.job.domain.Job)
09:50:12.762 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/run]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.runJob(java.lang.String)
09:50:12.762 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> cc.mrbird.job.controller.JobController.jobList(cc.mrbird.common.domain.QueryRequest,cc.mrbird.job.domain.Job)
09:50:12.763 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/pause]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.pauseJob(java.lang.String)
09:50:12.763 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/resume]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.resumeJob(java.lang.String)
09:50:12.763 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/csv]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.jobCsv(cc.mrbird.job.domain.Job)
09:50:12.763 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job/excel]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobController.jobExcel(cc.mrbird.job.domain.Job)
09:50:12.764 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/jobLog]}" onto public java.lang.String cc.mrbird.job.controller.JobLogController.index()
09:50:12.765 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/jobLog/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> cc.mrbird.job.controller.JobLogController.jobLogList(cc.mrbird.common.domain.QueryRequest,cc.mrbird.job.domain.JobLog)
09:50:12.765 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/jobLog/excel]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobLogController.jobLogExcel(cc.mrbird.job.domain.JobLog)
09:50:12.765 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/jobLog/csv]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobLogController.jobLogCsv(cc.mrbird.job.domain.JobLog)
09:50:12.765 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/jobLog/delete]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.job.controller.JobLogController.deleteJobLog(java.lang.String)
09:50:12.766 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept]}" onto public java.lang.String cc.mrbird.system.controller.DeptController.index()
09:50:12.766 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/add]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DeptController.addRole(cc.mrbird.system.domain.Dept)
09:50:12.766 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/excel]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DeptController.deptExcel(cc.mrbird.system.domain.Dept)
09:50:12.767 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/tree]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DeptController.getDeptTree()
09:50:12.767 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/update]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DeptController.updateRole(cc.mrbird.system.domain.Dept)
09:50:12.767 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/csv]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DeptController.deptCsv(cc.mrbird.system.domain.Dept)
09:50:12.767 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/delete]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DeptController.deleteDepts(java.lang.String)
09:50:12.767 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/getDept]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DeptController.getDept(java.lang.Long)
09:50:12.768 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/list]}" onto public java.util.List<cc.mrbird.system.domain.Dept> cc.mrbird.system.controller.DeptController.deptList(cc.mrbird.system.domain.Dept)
09:50:12.768 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/checkDeptName]}" onto public boolean cc.mrbird.system.controller.DeptController.checkDeptName(java.lang.String,java.lang.String)
09:50:12.768 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict]}" onto public java.lang.String cc.mrbird.system.controller.DictController.index()
09:50:12.769 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/getDict]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DictController.getDict(java.lang.Long)
09:50:12.769 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/csv]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DictController.dictCsv(cc.mrbird.system.domain.Dict)
09:50:12.769 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> cc.mrbird.system.controller.DictController.dictList(cc.mrbird.common.domain.QueryRequest,cc.mrbird.system.domain.Dict)
09:50:12.769 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/add]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DictController.addDict(cc.mrbird.system.domain.Dict)
09:50:12.770 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/excel]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DictController.dictExcel(cc.mrbird.system.domain.Dict)
09:50:12.770 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/update]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DictController.updateDict(cc.mrbird.system.domain.Dict)
09:50:12.770 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/delete]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.DictController.deleteDicts(java.lang.String)
09:50:12.771 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log]}" onto public java.lang.String cc.mrbird.system.controller.LogController.index()
09:50:12.771 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> cc.mrbird.system.controller.LogController.logList(cc.mrbird.common.domain.QueryRequest,cc.mrbird.system.domain.SysLog)
09:50:12.771 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log/csv]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.LogController.logCsv(cc.mrbird.system.domain.SysLog)
09:50:12.771 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log/delete]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.LogController.deleteLogss(java.lang.String)
09:50:12.771 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log/excel]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.LogController.logExcel(cc.mrbird.system.domain.SysLog)
09:50:12.774 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/index]}" onto public java.lang.String cc.mrbird.system.controller.LoginController.index(org.springframework.ui.Model)
09:50:12.774 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[POST]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.LoginController.login(java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean)
09:50:12.774 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[GET]}" onto public java.lang.String cc.mrbird.system.controller.LoginController.login()
09:50:12.774 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/403],methods=[GET]}" onto public java.lang.String cc.mrbird.system.controller.LoginController.forbid()
09:50:12.774 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gifCode],methods=[GET]}" onto public void cc.mrbird.system.controller.LoginController.getGifCode(javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpServletRequest)
09:50:12.775 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/]}" onto public java.lang.String cc.mrbird.system.controller.LoginController.redirectIndex()
09:50:12.775 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu]}" onto public java.lang.String cc.mrbird.system.controller.MenuController.index()
09:50:12.776 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/getMenu]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.MenuController.getMenu(java.lang.Long)
09:50:12.776 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/menu]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.MenuController.getMenu(java.lang.String)
09:50:12.776 log [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/tree]}" onto public cc.mrbird.common.domain.ResponseBo cc.mrbird.system.controller.MenuController.getMenuTree()
